"row_id","logbook_id","archive_id","logbook_aid","logbook_num","logbook_title","logbook_type","logbook_notes","timestamp_insert","timestamp_update"
"1","21","101","dr.2/notes/101_21","10","LB10","2","NULL","2016-02-17 12:28:22","2016-02-22 13:55:41"
